Fahrt 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durchschnitt;1924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fahrt 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Max RPM;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPM;974;975;976;977;974;981;978;976;981;979;979;966;1016;941;925;786;830;1298;1804;1045;1292;1430;1550;1769;1239;1337;1516;1513;1536;1606;1646;1696;1679;1500;1163;1148;1494;1767;1334;1571;1630;1582;1555;1564;1598;1627;1624;1653;1678;1670;1694;1675;1643;1616;1532;1209;1575;1746;1333;1550;1669;1709;1728;1744;1735;1758;1734;1762;1788;1768;1763;1716;1661;1529;1144;1484;1762;1411;1587;1625;1662;1623;1571;1217;1333;1607;1752;1735;1723;1658;1638;1627;1615;1677;1664;1589;1504;1473;1633;1269;1028;913;1303;1806;1406;1515;1505;1641;1627;1687;1734;1799;1766;1730;1721;1734;1740;1717;1705;1700;1770;1804;1800;1812;1871;1586;1576;1575;1616;1587;1661;1701;1710;1660;1708;1688;1615;1190;1110;1083;1194;1454;1732;1910;2105;2077;1236;1094;1068;1035; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Longitude;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.299;1.306.305;1.306.305;1.306.305;130.629.062;130.601.195;130.601.195;130.601.195;130.601.195;130.601.195;130.601.195;130.591.627;130.591.627;130.591.627;13.057.189;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.517.597;130.501.987;130.501.987;130.501.987;130.501.987;130.501.987;130.501.987;130.501.987;130.501.987;130.501.987;130.501.987;130.486.715;130.486.715;130.486.715;130.486.715;130.486.715;130.486.715;130.486.715;130.486.715;130.486.715;130.486.715;130.487.054;130.487.054;130.487.054;130.487.054;130.487.054;130.487.054;130.487.054;130.487.054;130.487.054;13.051.246;13.051.246;13.051.246;13.051.246;13.051.246;13.051.246;13.051.246;13.051.246;13.051.246;130.537.867;130.537.867;130.537.867;130.536.581;130.536.581;130.536.581;130.536.581;130.536.581;130.536.581;130.536.581;130.536.581;130.536.581;130.542.951;130.545.493;130.545.493;130.545.493;130.545.493;130.545.493;130.545.493;130.545.493;130.545.493;130.562.038;13.057.541;13.057.541;130.581.756;130.592.561;130.592.561;130.592.561;130.592.561;130.592.561;130.592.561;13.060.485;13.060.485;130.613.892;130.623.614;130.623.614;130.623.614;130.623.614;130.623.614;130.623.614;130.623.614;130.623.614;130.623.614;130.622.253;130.622.253;130.622.253;130.622.253;130.622.253;130.622.253;130.622.253; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latitude;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.883.389;477.858.108;477.858.108;477.858.108;477.849.511;477.849.992;477.849.992;477.849.992;477.849.992;477.849.992;477.849.992;47.783.886;47.783.886;47.783.886;477.841.876;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.851.437;477.873.582;477.873.582;477.873.582;477.873.582;477.873.582;477.873.582;477.873.582;477.873.582;477.873.582;477.873.582;477.904.698;477.904.698;477.904.698;477.904.698;477.904.698;477.904.698;477.904.698;477.904.698;477.904.698;477.904.698;47.791.367;47.791.367;47.791.367;47.791.367;47.791.367;47.791.367;47.791.367;47.791.367;47.791.367;477.942.161;477.942.161;477.942.161;477.942.161;477.942.161;477.942.161;477.942.161;477.942.161;477.942.161;477.970.653;477.970.653;477.970.653;477.970.071;477.970.071;477.970.071;477.970.071;477.970.071;477.970.071;477.970.071;477.970.071;477.970.071;4.779.565;477.949.425;477.949.425;477.949.425;477.949.425;477.949.425;477.949.425;477.949.425;477.949.425;47.794.482;477.932.486;477.932.486;477.932.737;477.930.901;477.930.901;477.930.901;477.930.901;477.930.901;477.930.901;477.931.415;477.931.415;477.915.319;477.906.359;477.906.359;477.906.359;477.906.359;477.906.359;477.906.359;477.906.359;477.906.359;477.906.359;477.887.324;477.887.324;477.887.324;477.887.324;477.887.324;477.887.324;477.887.324; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Accuracy;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;1066;959;959;959;959;959;959;959;959;959;959;959;959;959;1013;1072;1072;1072;1072;1072;1072;1072;1072;1072;1072;1072;1072;1045;1045;1045;1045;1045;1045;1045;1045;1045;1045;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;883;1170;1170;1170;959;959;959;959;959;959;959;959;959;959;959;959;959;959;959;959;959;959;959;1076;1076;1076;1076;1076;1076;1076;1076;1076;1121;1121;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;1262; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Speed; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; null; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time; Thu Aug 28 2014 20:45:22 GMT+0200 (CEST); Thu Aug 28 2014 20:45:24 GMT+0200 (CEST); Thu Aug 28 2014 20:45:27 GMT+0200 (CEST); Thu Aug 28 2014 20:45:30 GMT+0200 (CEST); Thu Aug 28 2014 20:45:33 GMT+0200 (CEST); Thu Aug 28 2014 20:45:37 GMT+0200 (CEST); Thu Aug 28 2014 20:45:40 GMT+0200 (CEST); Thu Aug 28 2014 20:45:42 GMT+0200 (CEST); Thu Aug 28 2014 20:45:46 GMT+0200 (CEST); Thu Aug 28 2014 20:45:48 GMT+0200 (CEST); Thu Aug 28 2014 20:45:51 GMT+0200 (CEST); Thu Aug 28 2014 20:45:54 GMT+0200 (CEST); Thu Aug 28 2014 20:45:57 GMT+0200 (CEST); Thu Aug 28 2014 20:46:00 GMT+0200 (CEST); Thu Aug 28 2014 20:46:03 GMT+0200 (CEST); Thu Aug 28 2014 20:46:06 GMT+0200 (CEST); Thu Aug 28 2014 20:46:09 GMT+0200 (CEST); Thu Aug 28 2014 20:46:12 GMT+0200 (CEST); Thu Aug 28 2014 20:46:15 GMT+0200 (CEST); Thu Aug 28 2014 20:46:18 GMT+0200 (CEST); Thu Aug 28 2014 20:46:21 GMT+0200 (CEST); Thu Aug 28 2014 20:46:24 GMT+0200 (CEST); Thu Aug 28 2014 20:46:28 GMT+0200 (CEST); Thu Aug 28 2014 20:46:30 GMT+0200 (CEST); Thu Aug 28 2014 20:46:33 GMT+0200 (CEST); Thu Aug 28 2014 20:46:36 GMT+0200 (CEST); Thu Aug 28 2014 20:46:39 GMT+0200 (CEST); Thu Aug 28 2014 20:46:42 GMT+0200 (CEST); Thu Aug 28 2014 20:46:45 GMT+0200 (CEST); Thu Aug 28 2014 20:46:48 GMT+0200 (CEST); Thu Aug 28 2014 20:46:51 GMT+0200 (CEST); Thu Aug 28 2014 20:46:54 GMT+0200 (CEST); Thu Aug 28 2014 20:46:57 GMT+0200 (CEST); Thu Aug 28 2014 20:47:00 GMT+0200 (CEST); Thu Aug 28 2014 20:47:03 GMT+0200 (CEST); Thu Aug 28 2014 20:47:07 GMT+0200 (CEST); Thu Aug 28 2014 20:47:10 GMT+0200 (CEST); Thu Aug 28 2014 20:47:12 GMT+0200 (CEST); Thu Aug 28 2014 20:47:15 GMT+0200 (CEST); Thu Aug 28 2014 20:47:18 GMT+0200 (CEST); Thu Aug 28 2014 20:47:22 GMT+0200 (CEST); Thu Aug 28 2014 20:47:25 GMT+0200 (CEST); Thu Aug 28 2014 20:47:27 GMT+0200 (CEST); Thu Aug 28 2014 20:47:31 GMT+0200 (CEST); Thu Aug 28 2014 20:47:34 GMT+0200 (CEST); Thu Aug 28 2014 20:47:37 GMT+0200 (CEST); Thu Aug 28 2014 20:47:39 GMT+0200 (CEST); Thu Aug 28 2014 20:47:43 GMT+0200 (CEST); Thu Aug 28 2014 20:47:46 GMT+0200 (CEST); Thu Aug 28 2014 20:47:48 GMT+0200 (CEST); Thu Aug 28 2014 20:47:52 GMT+0200 (CEST); Thu Aug 28 2014 20:47:55 GMT+0200 (CEST); Thu Aug 28 2014 20:47:58 GMT+0200 (CEST); Thu Aug 28 2014 20:48:01 GMT+0200 (CEST); Thu Aug 28 2014 20:48:04 GMT+0200 (CEST); Thu Aug 28 2014 20:48:07 GMT+0200 (CEST); Thu Aug 28 2014 20:48:10 GMT+0200 (CEST); Thu Aug 28 2014 20:48:13 GMT+0200 (CEST); Thu Aug 28 2014 20:48:16 GMT+0200 (CEST); Thu Aug 28 2014 20:48:19 GMT+0200 (CEST); Thu Aug 28 2014 20:48:22 GMT+0200 (CEST); Thu Aug 28 2014 20:48:25 GMT+0200 (CEST); Thu Aug 28 2014 20:48:28 GMT+0200 (CEST); Thu Aug 28 2014 20:48:31 GMT+0200 (CEST); Thu Aug 28 2014 20:48:34 GMT+0200 (CEST); Thu Aug 28 2014 20:48:37 GMT+0200 (CEST); Thu Aug 28 2014 20:48:40 GMT+0200 (CEST); Thu Aug 28 2014 20:48:43 GMT+0200 (CEST); Thu Aug 28 2014 20:48:46 GMT+0200 (CEST); Thu Aug 28 2014 20:48:49 GMT+0200 (CEST); Thu Aug 28 2014 20:48:52 GMT+0200 (CEST); Thu Aug 28 2014 20:48:55 GMT+0200 (CEST); Thu Aug 28 2014 20:48:58 GMT+0200 (CEST); Thu Aug 28 2014 20:49:01 GMT+0200 (CEST); Thu Aug 28 2014 20:49:04 GMT+0200 (CEST); Thu Aug 28 2014 20:49:07 GMT+0200 (CEST); Thu Aug 28 2014 20:49:10 GMT+0200 (CEST); Thu Aug 28 2014 20:49:13 GMT+0200 (CEST); Thu Aug 28 2014 20:49:16 GMT+0200 (CEST); Thu Aug 28 2014 20:49:19 GMT+0200 (CEST); Thu Aug 28 2014 20:49:22 GMT+0200 (CEST); Thu Aug 28 2014 20:49:25 GMT+0200 (CEST); Thu Aug 28 2014 20:49:28 GMT+0200 (CEST); Thu Aug 28 2014 20:49:31 GMT+0200 (CEST); Thu Aug 28 2014 20:49:34 GMT+0200 (CEST); Thu Aug 28 2014 20:49:37 GMT+0200 (CEST); Thu Aug 28 2014 20:49:40 GMT+0200 (CEST); Thu Aug 28 2014 20:49:43 GMT+0200 (CEST); Thu Aug 28 2014 20:49:46 GMT+0200 (CEST); Thu Aug 28 2014 20:49:49 GMT+0200 (CEST); Thu Aug 28 2014 20:49:52 GMT+0200 (CEST); Thu Aug 28 2014 20:49:55 GMT+0200 (CEST); Thu Aug 28 2014 20:49:58 GMT+0200 (CEST); Thu Aug 28 2014 20:50:01 GMT+0200 (CEST); Thu Aug 28 2014 20:50:04 GMT+0200 (CEST); Thu Aug 28 2014 20:50:07 GMT+0200 (CEST); Thu Aug 28 2014 20:50:10 GMT+0200 (CEST); Thu Aug 28 2014 20:50:13 GMT+0200 (CEST); Thu Aug 28 2014 20:50:16 GMT+0200 (CEST); Thu Aug 28 2014 20:50:19 GMT+0200 (CEST); Thu Aug 28 2014 20:50:22 GMT+0200 (CEST); Thu Aug 28 2014 20:50:25 GMT+0200 (CEST); Thu Aug 28 2014 20:50:28 GMT+0200 (CEST); Thu Aug 28 2014 20:50:31 GMT+0200 (CEST); Thu Aug 28 2014 20:50:34 GMT+0200 (CEST); Thu Aug 28 2014 20:50:37 GMT+0200 (CEST); Thu Aug 28 2014 20:50:40 GMT+0200 (CEST); Thu Aug 28 2014 20:50:43 GMT+0200 (CEST); Thu Aug 28 2014 20:50:46 GMT+0200 (CEST); Thu Aug 28 2014 20:50:49 GMT+0200 (CEST); Thu Aug 28 2014 20:50:52 GMT+0200 (CEST); Thu Aug 28 2014 20:50:55 GMT+0200 (CEST); Thu Aug 28 2014 20:50:58 GMT+0200 (CEST); Thu Aug 28 2014 20:51:01 GMT+0200 (CEST); Thu Aug 28 2014 20:51:04 GMT+0200 (CEST); Thu Aug 28 2014 20:51:07 GMT+0200 (CEST); Thu Aug 28 2014 20:51:10 GMT+0200 (CEST); Thu Aug 28 2014 20:51:13 GMT+0200 (CEST); Thu Aug 28 2014 20:51:16 GMT+0200 (CEST); Thu Aug 28 2014 20:51:19 GMT+0200 (CEST); Thu Aug 28 2014 20:51:22 GMT+0200 (CEST); Thu Aug 28 2014 20:51:25 GMT+0200 (CEST); Thu Aug 28 2014 20:51:28 GMT+0200 (CEST); Thu Aug 28 2014 20:51:31 GMT+0200 (CEST); Thu Aug 28 2014 20:51:34 GMT+0200 (CEST); Thu Aug 28 2014 20:51:37 GMT+0200 (CEST); Thu Aug 28 2014 20:51:40 GMT+0200 (CEST); Thu Aug 28 2014 20:51:43 GMT+0200 (CEST); Thu Aug 28 2014 20:51:46 GMT+0200 (CEST); Thu Aug 28 2014 20:51:49 GMT+0200 (CEST); Thu Aug 28 2014 20:51:52 GMT+0200 (CEST); Thu Aug 28 2014 20:51:55 GMT+0200 (CEST); Thu Aug 28 2014 20:51:58 GMT+0200 (CEST); Thu Aug 28 2014 20:52:01 GMT+0200 (CEST); Thu Aug 28 2014 20:52:04 GMT+0200 (CEST); Thu Aug 28 2014 20:52:07 GMT+0200 (CEST); Thu Aug 28 2014 20:52:10 GMT+0200 (CEST); Thu Aug 28 2014 20:52:13 GMT+0200 (CEST); Thu Aug 28 2014 20:52:16 GMT+0200 (CEST); Thu Aug 28 2014 20:52:19 GMT+0200 (CEST); Thu Aug 28 2014 20:52:22 GMT+0200 (CEST); Thu Aug 28 2014 20:52:25 GMT+0200 (CEST); Thu Aug 28 2014 20:52:28 GMT+0200 (CEST); Thu Aug 28 2014 20:52:31 GMT+0200 (CEST); Thu Aug 28 2014 20:52:35 GMT+0200 (CEST); Thu Aug 28 2014 20:52:37 GMT+0200 (CEST); Thu Aug 28 2014 20:52:40 GMT+0200 (CEST); Thu Aug 28 2014 20:52:43 GMT+0200 (CEST); Thu Aug 28 2014 20:52:46 GMT+0200 (CEST); Thu Aug 28 2014 20:52:49 GMT+0200 (CEST); ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maximal;2105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Minimal;786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durchschnitt;1502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
